Program,ParentProject,Project,StationCode,StationName,LocationCode,CommonName,FinalID,TissueName,TissuePrep,MatrixDisplay,Analyte,ResultType,Result,Unit,SampleYear,Region,TargetLatitude,TargetLongitude,TLAvgLength_mm,DataQuality,DataQualityIndicator,N_in_Avg,ND_in_Avg,DisplayText
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Low Contam. Study 2014,202LKMRCD,Lake Merced,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.155,ug/g ww,2014,2,37.72728,-122.497184,595.17,Passed,,6,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 EBRPD Fish Bioaccumulation Study 2013,203TEMLAK,Lake Temescal,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.118,ug/g ww,2013,2,37.846406,-122.230386,692.8,Passed,,5,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2007,202TP0362,Pilarcitos Lake,NA,Rainbow Trout,Oncorhynchus mykiss,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.263,ug/g ww,2007,2,37.55467,-122.43232,258.67,Passed,,7,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Monitoring of Lk_Res 2016,203TEMLAK,Lake Temescal,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.084,ug/g ww,2016,2,37.846406,-122.230386,162.33,Passed,,3,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 EBRPD Fish Bioaccumulation Study 2013,203TEMLAK,Lake Temescal,NA,Green Sunfish,Lepomis cyanellus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.078,ug/g ww,2013,2,37.846406,-122.230386,149.93,Passed,,15,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Monitoring of Lk_Res 2016,203TEMLAK,Lake Temescal,NA,Green Sunfish,Lepomis cyanellus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.083,ug/g ww,2016,2,37.846406,-122.230386,144.67,Passed,,3,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 EBRPD Fish Bioaccumulation Study 2013,203TEMLAK,Lake Temescal,NA,Rainbow Trout,Oncorhynchus mykiss,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.067,ug/g ww,2013,2,37.846406,-122.230386,398,Passed,,5,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2010,204ALA040,"Horseshoe Lake, Quarry Lakes",NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.023,ug/g ww,2010,2,37.576777,-122.006241,450.53,Some review needed,ResultQualCode:DNQ,15,5,Calculation includes ND results
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,204AMO065,Shadow Cliffs Reservoir,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.089,ug/g ww,2005,2,37.66808,-121.83265,474,Some review needed,QACode:VH,9,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,204AMO065,Shadow Cliffs Reservoir,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.1585,ug/g ww,2005,2,37.66808,-121.83265,743,Some review needed,QACode:VH,6,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,204AMO065,Shadow Cliffs Reservoir,NA,Largemouth Bass,Micropterus salmoides,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.543333,ug/g ww,2005,2,37.66808,-121.83265,388.08,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2008,204PDV169,Lake del Valle,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.222,ug/g ww,2008,2,37.58954,-121.71446,506.7,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2008,204PSC113,Shadow Cliffs Reservoir_BOG,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.1185,ug/g ww,2008,2,37.66963,-121.83581,489.2,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Long-Term Monitoring of Bass Lk_Res 2021,204PSC113,Shadow Cliffs Reservoir_BOG,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.095,ug/g ww,2021,2,37.66963,-121.83581,569.6,Passed,,5,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2010,204SLE100,Lake Chabot,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.101,ug/g ww,2010,2,37.72062,-122.10636,104.4,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,204SLE100,Lake Chabot,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.0605,ug/g ww,2005,2,37.72062,-122.10636,493.82,Some review needed,QACode:J; ResultQualCode:DNQ,9,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,204SLE100,Lake Chabot,NA,Goldfish,Carassius auratus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.383,ug/g ww,2005,2,37.72062,-122.10636,397.05,Passed,,9,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2010,204SLE100,Lake Chabot,NA,Green Sunfish,Lepomis cyanellus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.138,ug/g ww,2010,2,37.72062,-122.10636,127.2,Passed,,15,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,204SLE100,Lake Chabot,NA,Rainbow Trout,Oncorhynchus mykiss,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.0045,ug/g ww,2005,2,37.72062,-122.10636,316,Passed,,9,9,Calculation includes ND results
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,204SLE100,Lake Chabot,NA,Redear Sunfish,Lepomis microlophus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.155,ug/g ww,2005,2,37.72062,-122.10636,169.5,Passed,,6,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2007,204TC0514,Lake Chabot (San Leandro)_BOG,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.4145,ug/g ww,2007,2,37.72062,-122.10636,520.7,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Long-Term Monitoring of Bass Lk_Res 2019,204TC0514,Lake Chabot (San Leandro)_BOG,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.269,ug/g ww,2019,2,37.72062,-122.10636,472.2,Passed,,5,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Long-Term Monitoring of Bass Lk_Res 2017,204TL0138,Upper San Leandro Reservoir,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.2485,ug/g ww,2017,2,37.77606,-122.11748,265.4,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2008,205PAL221,Almaden Lake,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,1.035,ug/g ww,2008,2,37.241,-121.87131,668.9,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Long-Term Monitoring of Bass Lk_Res 2017,204TL0138,Upper San Leandro Reservoir,NA,Redear Sunfish,Lepomis microlophus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.0985,ug/g ww,2017,2,37.77606,-122.11748,190.5,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2007,204TU0318,Lago Los Osos,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.012,ug/g ww,2007,2,37.56982,-121.99866,530,Passed,,2,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,205COY500,Anderson Reservoir,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.2785,ug/g ww,2005,2,37.16265,-121.61243,136,Passed,,20,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lake Vasona Bioaccumulation Study 2011,205CPP002,Camden Percolation Pond across from Page Desilting Basin #2,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.0985,ug/g ww,2011,2,37.26474,-121.95236,771,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lake Vasona Bioaccumulation Study 2011,205CPP002,Camden Percolation Pond across from Page Desilting Basin #2,NA,Rainbow Trout,Oncorhynchus mykiss,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.02,ug/g ww,2011,2,37.26474,-121.95236,338.02,Some review needed,ResultQualCode:DNQ,9,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lake Vasona Bioaccumulation Study 2011,205CPP003,Camden Percolation Pond below Los Gatos Creek Park #3,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.116,ug/g ww,2011,2,37.26696,-121.95138,129.5,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lake Vasona Bioaccumulation Study 2011,205CPP003,Camden Percolation Pond below Los Gatos Creek Park #3,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.0605,ug/g ww,2011,2,37.26696,-121.95138,469.8,Some review needed,ResultQualCode:DNQ,10,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,205LSG150,Lexington Reservoir,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.1425,ug/g ww,2004,2,37.17349,-121.9856,156.32,Some review needed,QACode:VH,8,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,205LSG150,Lexington Reservoir,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.147,ug/g ww,2005,2,37.17349,-121.9856,169.8,Some review needed,QACode:VH,3,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,205LSG150,Lexington Reservoir,NA,Pumpkinseed,Lepomis gibbosus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.2545,ug/g ww,2004,2,37.17349,-121.9856,156.8,Some review needed,QACode:VH,3,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,205LSG150,Lexington Reservoir,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.365,ug/g ww,2004,2,37.17349,-121.9856,628.5,Some review needed,QACode:VH,1,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,205LSG150,Lexington Reservoir,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.365,ug/g ww,2005,2,37.17349,-121.9856,628.5,Some review needed,QACode:VH,1,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,205LSG150,Lexington Reservoir,NA,Pumpkinseed,Lepomis gibbosus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.2545,ug/g ww,2005,2,37.17349,-121.9856,156.8,Some review needed,QACode:VH,6,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,205LSG150,Lexington Reservoir,NA,Rainbow Trout,Oncorhynchus mykiss,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.019,ug/g ww,2005,2,37.17349,-121.9856,308.27,Some review needed,QACode:J; ResultQualCode:DNQ,9,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2007,205PAD016,Anderson Lake_BOG,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.416,ug/g ww,2007,2,37.16265,-121.61243,501.9,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Monitoring of Lk_Res 2016,205PCL212,Coyote Lake,NA,Black Crappie,Pomoxis nigromaculatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.338,ug/g ww,2016,2,37.09221,-121.53711,245.6,Passed,,5,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Long-Term Monitoring of Bass Lk_Res 2017,205PCL212,Coyote Lake,NA,Black Crappie,Pomoxis nigromaculatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.195,ug/g ww,2017,2,37.09221,-121.53711,157.5,Passed,,9,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Monitoring of Lk_Res 2016,205PCL212,Coyote Lake,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.191,ug/g ww,2016,2,37.09221,-121.53711,158,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Long-Term Monitoring of Bass Lk_Res 2017,205PCL212,Coyote Lake,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.2125,ug/g ww,2017,2,37.09221,-121.53711,151.1,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2008,205PCL212,Coyote Lake,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.408,ug/g ww,2008,2,37.09221,-121.53711,635,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Monitoring of Lk_Res 2016,205PCL212,Coyote Lake,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.2725,ug/g ww,2016,2,37.09221,-121.53711,597.6,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lake Vasona Bioaccumulation Study 2011,205PLV218,Lake Vasona,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.1025,ug/g ww,2011,2,37.2439,-121.96902,135.5,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lake Vasona Bioaccumulation Study 2011,205PLV218,Lake Vasona,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.1605,ug/g ww,2011,2,37.2439,-121.96902,560.6,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2008,205PLC222,Lake Cunningham,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.0935,ug/g ww,2008,2,37.33573,-121.80811,690.4,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2008,205PLE219,Lake Elizabeth,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.149,ug/g ww,2008,2,37.5482,-121.96174,647.8,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2008,205PLV218,Lake Vasona,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.057,ug/g ww,2008,2,37.2439,-121.96902,590.8,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lake Vasona Bioaccumulation Study 2011,205PLV218,Lake Vasona,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.108,ug/g ww,2011,2,37.2439,-121.96902,629.2,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Long-Term Monitoring of Bass Lk_Res 2015,205PLV218,Lake Vasona,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.042,ug/g ww,2015,2,37.2439,-121.96902,587.4,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lake Vasona Bioaccumulation Study 2011,205PLV218,Lake Vasona,NA,Goldfish,Carassius auratus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.101,ug/g ww,2011,2,37.2439,-121.96902,402.67,Passed,,3,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Long-Term Monitoring of Bass Lk_Res 2019,205PSC048,Stevens Creek Reservoir,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,1,ug/g ww,2019,2,37.2958,-122.0789,627.5,Passed,,2,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2007,205PSC048,Stevens Creek Reservoir,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.306,ug/g ww,2007,2,37.2958,-122.0789,603.9,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2007,205TU0132,Oiger Quarry Ponds,NA,Sacramento Sucker,Catostomus occidentalis,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.2855,ug/g ww,2007,2,37.18304,-121.69343,437.4,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Long-Term Monitoring of Bass Lk_Res 2021,206PLC157,Lake Chabot (Vallejo),NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.0785,ug/g ww,2021,2,38.13618,-122.23565,140.4,Some review needed,"BatchVerification:VAC,VMD; QACode:H",10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2007,206PLC157,Lake Chabot (Vallejo),NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.139,ug/g ww,2007,2,38.13618,-122.23565,643.9,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2007,206PSP205,San Pablo Reservoir,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.131,ug/g ww,2007,2,37.92298363,-122.237903,503.2,Passed,,9,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Long-Term Monitoring of Bass Lk_Res 2023,206PSP205,San Pablo Reservoir,NA,Common Carp,Cyprinus carpio,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.362,ug/g ww,2023,2,37.92298363,-122.237903,554.6,Passed,,5,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,SWB Monitoring of Lk_Res 2016,206STAFLK,Stafford Lake,NA,Redear Sunfish,Lepomis microlophus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.1345,ug/g ww,2016,2,38.11392,-122.64416,210.7,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2008,207PLF001,Lafayette Reservoir_BOG,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.074,ug/g ww,2008,2,37.88237,-122.14128,497.5,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP Sportfish Contamination in Lakes and Resrv,Statewide Lakes Sportfish Contamination Study 2007,207TM0194,Lake Madigan,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.103,ug/g ww,2007,2,38.30934,-122.19492,144.9,Passed,,10,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,207WAL500,Lafayette Reservoir,NA,Bluegill,Lepomis macrochirus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.0765,ug/g ww,2005,2,37.88063,-122.13507,141.08,Passed,,12,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,207WAL500,Lafayette Reservoir,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.0195,ug/g ww,2005,2,37.88063,-122.13507,452.52,Some review needed,"QACode:J,VH; ResultQualCode:DNQ",12,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,207WAL500,Lafayette Reservoir,NA,Channel Catfish,Ictalurus punctatus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.017,ug/g ww,2004,2,37.88063,-122.13507,433.71,Some review needed,"QACode:J,VH; ResultQualCode:DNQ",1,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,207WAL500,Lafayette Reservoir,NA,Goldfish,Carassius auratus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.437,ug/g ww,2004,2,37.88063,-122.13507,414,Some review needed,QACode:VH,4,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,207WAL500,Lafayette Reservoir,NA,Goldfish,Carassius auratus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.437,ug/g ww,2005,2,37.88063,-122.13507,414,Some review needed,QACode:VH,6,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,207WAL500,Lafayette Reservoir,NA,Rainbow Trout,Oncorhynchus mykiss,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.0215,ug/g ww,2004,2,37.88063,-122.13507,426.04,Some review needed,"QACode:J,VH; ResultQualCode:DNQ",10,0,
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,RWB2 Lakes Sportfish Contamination Study 2004 2005,207WAL500,Lafayette Reservoir,NA,Sacramento Blackfish,Orthodon microlepidotus,fillet,Skin off,tissue,"Mercury, Total",Average of Composites,0.608,ug/g ww,2005,2,37.88063,-122.13507,488.5,Passed,,2,0,